5	60	0.0227797
25	25	0.0531527
25	50	0.0531527
25	75	0.0406462
25	99	0.0406462
50	25	0.0929055
50	50	0.0768257
50	75	0.175538
50	99	0.119705
100	25	0.246557
100	50	0.157671
100	75	0.155885
100	99	0.234497
200	25	0.349736
200	50	0.386362
200	75	0.350182
200	99	0.5753
400	25	0.873669
400	50	0.990248
400	75	0.959875
400	99	0.922802
25	25	0.0433261
25	50	0.0602993
25	75	0.0401995
25	99	0.0495794
50	25	0.0754858
50	50	0.374302
50	75	0.0768257
50	99	0.0768257
100	25	0.154545
100	50	0.154991
100	75	0.156778
100	99	0.154098
200	25	0.348396
200	50	0.342589
200	75	0.336336
200	99	0.418075
400	25	1.45165
400	50	1.20018
400	75	0.856696
400	99	0.866076
25	25	0.0491327
25	50	0.0424328
25	75	0.0424328
25	99	0.0437728
50	25	0.0772724
50	50	0.0763791
50	75	0.0781657
50	99	0.0772724
100	25	0.164371
100	50	0.154545
100	75	0.154545
100	99	0.153205
200	25	0.608353
200	50	0.383235
200	75	0.336783
200	99	0.337229
400	25	0.86295
400	50	1.23636
400	75	0.85223
400	99	1.37438
25	25	0.0558327
25	50	0.0424328
25	75	0.0428795
25	99	0.0428795
50	25	0.111219
50	50	0.0799524
50	75	0.0772724
50	99	0.0759324
100	25	0.153651
100	50	0.154545
100	75	0.156778
100	99	0.156331
200	25	0.407355
200	50	0.337676
200	75	0.372962
200	99	0.337676
400	25	0.84955
400	50	1.3105
400	75	1.13809
400	99	7.21805
25	25	0.0419862
25	50	0.0419862
25	75	0.0410928
25	99	0.0415395
50	25	0.0750391
50	50	0.0763791
50	75	0.113452
50	99	0.0772724
100	25	0.165265
100	50	0.151865
100	75	0.27157
100	99	0.154545
200	25	0.341249
200	50	0.372516
200	75	0.389042
200	99	0.513214
400	25	1.87776
400	50	0.852676
400	75	0.955855
400	99	0.858483
25	25	0.0419862
25	50	0.0428795
25	75	0.0415395
25	99	0.0410928
50	25	0.0763791
50	50	0.0759324
50	75	0.0714658
50	99	0.0750391
100	25	0.223777
100	50	1.71875
100	75	0.150078
100	99	0.150972
200	25	0.420308
200	50	0.368049
200	75	0.384575
200	99	0.349736
400	25	0.952728
400	50	0.956748
400	75	0.969702
400	99	0.909402
25	25	0.0424328
25	50	0.0419862
25	75	0.0415395
25	99	0.0754858
50	25	0.085759
50	50	0.0786124
50	75	0.083079
50	99	0.0759324
100	25	0.153205
100	50	0.152758
100	75	0.232264
100	99	0.153651
200	25	0.373409
200	50	0.357776
200	75	0.339016
200	99	0.339909
400	25	0.86161
400	50	0.86563
400	75	0.912529
400	99	1.37393
6	0	0.027693
6	0	0.0281397
6	0	0.0294796
6	0	0.0272463
6	0	0.0259064
6	0	0.0245664
6	0	0.0254597
25	125	0.209037
6	0	0.0424328
6	0	0.0285863
6	0	0.0330529
6	0	0.0294796
6	0	0.0308196
8	0	0.0473461
