6	0	0.0339463
6	0	0.025013
6	0	0.0223331
6	0	0.0245664
6	0	0.0312663
6	0	0.0223331
5	100	0.0227797
6	0	0.0254597
5	150	0.0245664
5	100	0.0491327
5	60	0.0205464
25	25	0.0638726
25	50	0.0388595
25	75	0.0509194
25	99	0.0629792
50	25	0.108985
50	50	0.0678925
50	75	0.0897789
50	99	0.0692325
100	25	0.143378
100	50	0.129978
100	75	0.134892
100	99	0.216631
200	25	0.253257
200	50	0.24879
200	75	0.270677
200	99	0.247004
400	25	0.752624
400	50	0.501154
400	75	0.476141
400	99	0.743244
25	25	0.0424328
25	50	0.0410928
25	75	0.056726
25	99	0.0419862
50	25	0.0701258
50	50	0.0683392
50	75	0.0669992
50	99	0.0875456
100	25	0.128638
100	50	0.126405
100	75	0.135785
100	99	0.130425
200	25	0.253704
200	50	0.394402
200	75	0.247897
200	99	0.237624
400	25	0.481054
400	50	0.481501
400	75	0.468994
400	99	0.477481
25	25	0.414948
25	50	0.0415395
25	75	0.0750391
25	99	0.0607459
50	25	0.0696792
50	50	0.0669992
50	75	0.0687858
50	99	0.0723591
100	25	0.129085
100	50	0.128638
100	75	0.126405
100	99	0.124172
200	25	0.267103
200	50	0.241197
200	75	0.23941
200	99	0.23941
400	25	0.473014
400	50	0.52304
400	75	0.590486
400	99	0.493114
25	25	0.0375195
25	50	0.0401995
25	75	0.0401995
25	99	0.0397529
50	25	0.0723591
50	50	0.111219
50	75	0.0732524
50	99	0.0696792
100	25	0.128638
100	50	0.125065
100	75	0.126405
100	99	0.125512
200	25	0.249237
200	50	0.240304
200	75	0.238517
200	99	0.251917
400	25	0.469441
400	50	0.470334
400	75	0.487754
400	99	0.467654
25	25	0.0375195
25	50	0.0397529
25	75	0.0393062
25	99	0.0384129
50	25	0.103179
50	50	0.0701258
50	75	0.0714658
50	99	0.0692325
100	25	0.127298
100	50	0.133105
100	75	0.123725
100	99	0.126852
200	25	0.252364
200	50	0.23941
200	75	0.237624
200	99	0.255937
400	25	0.579766
400	50	0.490434
400	75	0.505621
400	99	0.498474
25	25	0.0370729
25	50	0.0397529
25	75	0.0388595
25	99	0.0393062
50	25	0.0692325
50	50	0.0692325
50	75	0.0696792
50	99	0.0701258
100	25	0.184918
100	50	0.127745
100	75	0.126405
100	99	0.129085
200	25	0.25013
200	50	0.240304
200	75	0.57396
200	99	0.244324
400	25	0.473461
400	50	0.791037
400	75	1.4512
400	99	0.481501
25	25	0.0643192
25	50	0.0401995
25	75	0.0397529
25	99	0.0451128
50	25	0.0710191
50	50	0.0687858
50	75	0.0710191
50	99	0.0701258
100	25	0.126852
100	50	0.127298
100	75	0.128638
100	99	0.155885
200	25	0.265763
200	50	0.26487
200	75	0.239857
200	99	0.23941
400	25	0.467654
400	50	0.465868
400	75	0.639619
400	99	0.616393
6	0	0.0218864
6	0	0.0223331
6	0	0.0205464
6	0	0.0214397
6	0	0.0259064
6	0	0.0227797
6	0	0.055386
25	125	0.288097
5	1,24	0.0370729
6	0	0.0254597
6	0	0.0308196
6	0	0.0227797
6	0	0.0491327
6	0	0.0241197
8	0	0.0482394
30	60	0.104965
6	60	0.0227797
