25	125	0.207697
25	150	0.152311
25	175	0.25281
25	199	0.124618
50	125	1.33596
50	150	1.3181
50	175	1.57135
50	199	1.3507
100	125	11.4502
100	150	11.7633
100	175	12.5324
100	199	11.8749
200	125	90.1809
200	150	89.7128
200	175	87.2517
200	199	94.7909
400	125	712.421
400	150	710.228
400	175	699.744
400	199	758.723
25	125	0.121492
25	150	0.127298
25	175	0.124618
25	199	0.123725
50	125	1.42217
50	150	1.58699
50	175	1.29487
50	199	1.30112
100	125	11.1585
100	150	11.1335
100	175	14.5737
100	199	11.6324
200	125	90.5458
200	150	89.9656
200	175	91.4834
200	199	93.8708
400	125	705.358
400	150	707.11
400	175	738.261
400	199	709.563
25	125	0.126852
25	150	0.142932
25	175	0.121045
25	199	0.124172
50	125	1.31095
50	150	1.30514
50	175	1.27164
50	199	1.32703
100	125	11.0919
100	150	11.0057
100	175	10.6538
100	199	11.0969
200	125	88.3929
200	150	92.4249
200	175	90.0813
200	199	93.0159
400	125	712.449
400	150	716.405
400	175	708.295
400	199	713.716
25	125	0.132212
25	150	0.130425
25	175	0.120599
25	199	0.130872
50	125	1.28862
50	150	1.67543
50	175	1.26986
50	199	1.28013
100	125	10.5765
100	150	11.4484
100	175	10.9017
100	199	10.9352
200	125	92.5375
200	150	88.828
200	175	85.6826
200	199	86.194
400	125	708.089
400	150	705.615
400	175	708.379
400	199	713.154
25	125	0.121045
25	150	0.129085
25	175	0.121939
25	199	0.121045
50	125	1.2645
50	150	1.31408
50	175	1.26807
50	199	1.32435
100	125	11.0379
100	150	11.0991
100	175	13.5647
100	199	11.1009
200	125	93.3223
200	150	91.951
200	175	86.9382
200	199	90.6981
400	125	714.058
400	150	715.512
400	175	721.006
6	0	0.0156331
6	0	0.0151865
6	0	0.0174198
6	0	0.0165265
6	0	0.0160798
6	0	0.0160798
