25	125	0.0862056
25	150	0.0652125
25	175	0.0678925
25	199	0.0692325
50	125	0.561007
50	150	0.521254
50	175	0.560113
50	199	0.561007
100	125	6.2412
100	150	5.86734
100	175	6.06879
100	199	7.42485
200	125	60.7285
200	150	64.874
200	175	63.4755
200	199	66.8875
400	125	2154.21
400	150	2126.16
400	175	2137.56
400	199	2324.65
25	125	0.0652125
25	150	0.0656592
25	175	0.0647659
25	199	0.0665525
50	125	0.558773
50	150	0.607459
50	175	0.648552
50	199	0.621752
100	125	6.05851
100	150	6.86116
100	175	5.85841
100	199	6.68652
200	125	92.1458
200	150	61.336
200	175	63.1785
200	199	82.5131
400	125	2158.09
400	150	2128.66
400	175	2218.37
400	199	2432.38
25	125	0.0652125
25	150	0.0723591
25	175	0.0643192
25	199	0.0665525
50	125	0.558327
50	150	0.56056
50	175	0.562347
50	199	0.564133
100	125	6.53733
100	150	6.42656
100	175	6.25906
100	199	8.08457
200	125	85.6589
200	150	61.0997
200	175	88.4045
200	199	61.3355
400	125	2189.25
400	150	2150.64
400	175	2213.98
400	199	2160.2
25	125	0.0625326
25	150	0.0723591
25	175	0.0665525
25	199	0.0652125
50	125	0.631579
50	150	0.55922
50	175	0.558327
50	199	0.729398
100	125	7.00544
100	150	7.48694
100	175	5.7186
100	199	7.20733
200	125	72.992
200	150	60.0322
200	175	61.4039
200	199	66.2635
400	125	2148.28
400	150	2122.71
400	175	2125.82
400	199	2136.46
25	125	0.0634259
25	150	2.2208
25	175	0.0661059
25	199	0.0669992
50	125	0.562347
50	150	0.518574
50	175	0.55788
50	199	0.555647
100	125	6.24075
100	150	6.45158
100	175	6.03931
100	199	6.24388
200	125	87.9387
200	150	59.6891
200	175	59.4274
200	199	74.2324
400	125	2300.99
400	150	2215.14
400	175	2130.27
400	199	2578.12
6	0	0.0133998
6	0	0.0111665
6	0	0.0142932
6	0	0.0116132
6	0	0.0111665
6	0	0.0102732
